text,label
Globe Department Store is where money came from.I have used Pure Grace for 10 years and this bottle smells like rubbing alcohol. I'm taking it to a lab with my real bottle for analysis. this stuff smells totally fake.,0
Cheap all peeled off in less than a month,0
"Junk. Won't hold a charge anymore. Should have purchased the actual Black & Decker brand. Lesson learned, you get what you pay for, etc. Buyer beware.",0
It’s used by many people wasn’t new at all Very stringy and stretch our hair was falling out of the wig,0
Would a great timer if it was waterproof. It would seem like something that is being used outdoors in most cases would be waterproof especially something controlling sprinklers. I had one growing season but failed a few weeks into the following season after the control shorted out after getting wet. It performed so well that I thought I would just try another and cover the control as best I could with a plastic bag. It failed after only a few months and for the same reason even after protection.,0
It was easy to use yes. But it didn’t hardly give any color. The color I had was very spotty! It took using over half of the bottle to even start to notice anything.,0
"Leaked, the very first try",0
"Seemed like a nice pen, but I couldn’t even get a decent line out of it. Disappointing.",0
Very difficult to clean.,0
"After reading and watching the other reviews I decided to order this hair and I hate that I did. This hair is on the level of some low equality Beaty supply pack hair and to be honest I’ve had some better pack hair then this “ virgin hair”. I had a blunt cut straight bob and it kept flipping up like a kick stand. I li tried it curled and the curls dropped within a hour or so. These other reviewers are either lying, never had good quality hair or got a better batch than me. Idk!!LADIES ORDER AT YOUR OWN RISK",0
is very tide and very uncomfortable,0
"I like the looks of the clock; however, it is defective. I put in battery, but the clock does NOT work.",0
"It charged and worked like a dream for about a week, then had some difficulty charging, and now will not charge at all, despite trying every fix found online. What a shame. Past the return window, of course.",0
Not a good product at all. The adhesion is nonexistent. Do not waste your money. I gave up on this product and used my old Note 4 tempered class. I was most definitely taken in by the hype.,0
"Packing was horrible, they packed it in a bag. By the time I received it, it was crushed. I hope the film still works.",0
"This stuff is whiter than any porcelain surface you will encounter, making it stick out like a sore thumb.",0
The thing doesnt even work,0
"The battery life on the barrier transmitter is terrible. It’s plugged in more than its used to do its job and the transmitter isn’t functional when it’s plugged in. It’s a constant struggle to check and see what’s the status of the battery. In the mean time, the dog continues to eat couch cushions realizing his collar isn’t beeping today! Terrible waste of money.",0
It came with a broken clip to hold the legs .... I had to use a knife to shave the plastic on the legs to get it to slide to lick into place .... not to happy,0
I bought 2 of these and one of my golden retrievers chewed a big chunk off. I was contacted after leaving an instagram review and they told me there are fake companies out there making the product with silicone instead of rubber my dog is not a big chewer and easily chewed a piece off...thankfully spit it out before he swallowed any...so i'm out 26.00 because they both went in the garbage....dog owners please be careful.,0
"The first time is very good, very handy, but more than two times on the water, is not very normal. I gave him credit. Deleted.",0
I received a flesh colored product when I had ordered the black.,0
Polishing filter defective. Contacted the company got no response .,0
"This board could have been a perfect board for my son, but the stain does not come out from white board and the white board plastic (the materiel) started getting wrinkles. It is difficult to get any thing out of white board for adults, kids cannot remove it at all with the eraser or a cloth.",0
Waste of money or fake i tried so hard to fix even smallest scratch but no result.,0
It does not work. When i plugged in it shows the status light but it does not work. very disappointed with the purchase.,0
"Unfortunately this product didn’t work at all for us. Firstly, it was too big for our small dog, even though the description says this was designed for small dogs. (We have a pug/french bulldog mix, so she’s on the thicker side of small.) We could have worked with the size, but it was pretty much broken from the get go. Not sure if we got a defective product, but after the batteries ran down once the receiver wouldn’t recharge. Either the charger or receiver was broken, maybe both. We couldn’t get the receiver to sync with the remote, every time we pressed the reset button as instructed the receiver wouldn’t beep, and it didn’t seem to be able to charge. This was kind of an expensive product and was highly reviewed, so we are pretty disappointed. We will be returning it.",0
"This product didn’t come, and if it would have came it took about 3 months to come.",0
Smells terrible and washed out a lot of my color. Not happy with purchase,0
I just received it and the packaging had been opened and the soleplate cleaner was no where to be found. All I have are the cleaning cloths. Very disappointed in something that had such rave reviews!!!,0
I try my best to be positive about my purchases from Amazon but this one I cannot be. This tree is the most cheaply made poorly constructed tree I’ve ever purchased. And now I have to keep it because I have three kids ready to decorate their Christmas tree this evening. This tree looks like it is been constructed by elementary school children and put together with glue. I am very unhappy with this purchase it looks nothing like the picture! My poor kids are going to be so sad as our tree falls apart!,0
Swollen two days after installation. Calibrated fine but ruined the track pad.,0
Never received my product!!!,0
Almost every peach balloon popped after a few mins of inflating. The color is very nice. I wish it was durable.,0
Don’t purchase. They have no cushion.,0
Did not get the Pom poms. Just received the globes and then fan like decorations. Super disappointed,0
Very disappointed in Amazon for allowing this vendor to swap software without any forewarning. Read two other reviews with the same issue.,0
Burned my skin and box looked like It was used,0
The antenna just get signal for like two channels and the picture quality was poor.,0
This screen protector does not fit. Waste of money.,0
The watch has great features. My only concern was that the screen was to hard to see. You can actually see the watch face better in direct sunlight. Inside where i work i can hard see the screen,0
Great Product but as time passes gets worse.,0
"Terrible product. Had it for a few weeks and dropped my phone and the screen shattered from top to bottom. It might protect a phone if it lands on a corner or side, but if the screen lands flush to the floor, it will not protect it. Also, the power button is hard to push and the back piece does not work very well as a kickstand. It’s too flimsy.",0
I’ve purchased and used this filter several times and have never had any issues-until recently. This last one I received has been horrible! I installed and made sure it was locked into place. Ran about a gallon of water through and the water smells! and tastes like dirt/chemical! The water however is crystal clear but just horrible. I’m so disappointed considering I drink water constantly and was relying on what I thought was a quality product that had been consistent until now.,0
They should have made the base more red this attracts very few hummingbirds compared to the red one I bought at the dollar store...,0
"Bought for a gift. Wouldn't dare give it, as it looks and feels so cheap. Not at all like the one I saw on TV.",0
When i ordered this item i was expecting to receive 5 little boxes as pictured... Nope one little box! Not worth the price!!!,0
The roll came in a box marked grape jelly... in the the mail which stayed in my box for 2 days 90 degree wether... It was pre frozen. Which drives it out....not alot of pumpkin taste for which I dare tried it... but cheap...,0
"Terrible! Don't waste your money. It's a jap knockoff of realtor and it totally sucks! Could connect to my router but after that no dice.... no web access! Brilliant scam, well done!",0
Cute but definitely for a small child. My 6 year old grand daughter didn't want it because it wasn't a real violin.... :(,0
The product worked for maybe five minutes then it stopped and my iPhone said is not compatible with iphone,0
Phone does not work when plugged in to an active land line - no dial tone. Seller asked for pictures.,0
I bought these bottles with the intention of mixing essential oils in them. The spray hardly works and they leak frequently. Would not recommend for use with essential oils.,0
Two nights in the water tide to our dock in the lake..... I’d say something liked this.,0
"I bought a package of three. Two of them have already stopped working and it's only been about six months. The use has been minimal. We each used one on our nightstand, and I kept an extra one in the office. We never traveled with them, never took them out of the house, and they just stopped working for no apparent reason.",0
"The mouse is very light and the cord weight ends up pulling it off the table, also the red hexagon pattern at the back of the mouse does not have any holes like in the picture, its a solid piece of plastic with shapes cut into it, but not holes. Also it claims to be RGB, but really, you cant change the colors at all. Feels cheap. Very very disappointed. Wish I could get my money back",0
"I DID EVERY SINGLE THING THE INSTRUCTIONS SAID, AND THIS STILL LEFT ME WITH NO SHINE, SLIGHTLY LIGHTER HAIR, AND DRY ENDS. THIS ONE WAS NOT A WINNER!!!!!! PS MY HAIR IS PROFESSIONALLY HIGHLIGHTED EVERY 5 WEEKS. SHE HAD TO DO A CONDITIONING TREATMENT ON MY HAIR! FROM NOW ON, ONLY CLEAR SHINE AT THE SALON FOR ME!!!",0
Received disc opened and non-functioning,0
Bought these for my homemade candles. The wicks are thin and do not keep a flame or burn out completely. Going to try doubling or tripling up and soaking in oil so they dnt go completely to waste.,0
It was too small for my headphones.,0
"I was gently drying with a paper towel the residual water off of it, and the glass shattered. Only a bit over a month and using it sporadically. Too fragile !!! I wish it would come with a replacement. Aesthetically is beautiful but it’s not durable. I do not recommend.",0
This thing is a joke. 1. It doesn't provide warm steam. Am I wrong to assume steam is usually warm? This thing is a mister NOT A STEAMER. 2. It turns on for 3-5 seconds and then turns off. You have to shake it to get it to work again. 3. Instructions are in a foreign language.,0
These are whole teeth. They are not hollow. If you are missing a tooth these may be for you if you can get a proper adhesive!!!,0
"This camera is a piece of shit.... won't connect to Wi-Fi, instructions are not clear at all and not contact information for cs to get help. Fucking waste of time. Annoyed that Amazon had this a featured product. It doesn't deserve even 1 star",0
"This Case is no good. It looks great in the advertised photos but once the case is on the actual phone it’s no good. Does not fit right, the rubber piece coming off the hard plastic piece. Not very confident of protection if dropped",0
Please send another one with all the items. I still need the product.,0
"The product never actually arrived, despite the tracking saying it was delivered. After looking all over to find a way to contact customer service about this, and finding nothing, I finally just ordered another one. So if you want to pay twice for something, then by all means, buy this.",0
Doesnt work well. It's harder to use the screen. It's not even the same as advertised. What a waste of money.,0
Had 10 days to deliver still not here,0
Color is faded out. But when you take a picture it enhances the color for some inexplicable reason!!! Don't waste your money. When you want to return it you have to pay for shipping so to cut your losses you wind up taking their ridiculous settlement/discount and just keep it. Then use it as a shower liner. What a scam! Beware of Amazon third party sellers and don't deal with this one.,0
These are the worst quality mats- we bought (2) for our house and neither mat is properly aligned. The edges are awfully cut and uneven.,0
"When this mower arrived, I was delighted with its design and light weight. However, after a months use, the handle began to require constant tightening and attention. Eventually, the plastic adjustable handles wore out and I had to use wire to clamp the two sections together. Towards the end of the mowing season, the motor stopped working, apparently burned out. I have owned other corded electric mowers, including B&D and was impressed. However, this mower has driven me back to a gas-powered unit.",0
"I had high hopes, but ... the products has a seriously unpleasant taste and aftertaste. The consistency isn't bad ... so glad I only bought 1 small bag.",0
First drop and it shattered. Had it on only 24 hours. A real shame because I was enjoying it until it broke.,0
"Mozart is not in dispute. He and his life were rare supremacy. Unfortunately, the direction and camera work of this film is insulting to Mozart.",0
There’s where holes in almost a quarter of the silver ones I’m so disappointed I had to find a party city around me smh,0
They stopped working in 1 month. I am very disappointed.,0
Arrived and smelled terrible! I didn’t want to put any of my clothing in them so I put them in the washing machine on delicate/hand wash and this happened! Horrible quality such a disappointment and a huge waste of money.,0
"I was so disappointed in this product. I was excited with it's functionality of the screen and a different color than black, along with the choices of colors of the keyboard. Unfortunately it's not as responsive as my fingers and misses words / letters and then it randomly adds periods and adds spaces. So frustrating. I didn't use it before I went out of town so I was stuck with it for a few days, drove me crazy!",0
returned . it would not recognize internet . standing next to netgear router says internet not available . tried for several hours and finally gave up . reset many times .,0
Love the feel of the sheet set but very disappointed in the cooling effect that your website describe. It is not at all cooling when sleeping. In fact tit gets really warm and still waking up sweating. This purchase was completely unsatisfied. I washed it so I have to keep it. I am very disappointed in this product.,0
"My order history says I received this but I never did!! Was gonna order it but then realized I already did, but never got it. Where do I get this fixed!?",0
"Very disappointed. Did not work with my black and decker blender as stated. When I used it, my blender started smoking. When I investigated the issue I realized that the rubber around blade had shredded and melted! I did not want to give it ANY stars. do not waste your money!",0
I really liked these sheets at first but after a few months they are shredded. They came apart and now have 18” holes in them. I definitely will not buy again!,0
returned. very cheap looking.,0
"Extremely slow,couldn’t even use my Facebook app,after three days,I didn’t even Drop it,not once,it didn’t want to charge anymore,I put it for over eight hours,I recommend getting a Samsung or Apple tablet,don’t waste your time,even the refund is taking a long time to get,because it’s an Amazon product,I’m just extremely angry.",0
"Easy to hold. Use it twice with perfect results. Two weeks later, it doesn't work at all. No idea what changed.",0
"First of all, the color is definitely baby pink, not the taupe-ish dusty rose color that is pictured. Second, I would never consider this a wrap dress, I would say it’s a glorified kimono. Third, it’s completely see through and fourth, the boob area was way too baggy so unless you’re EXTRA blessed in the chest department this might just look like a saggy cheap robe. In spite of the high hopes I had for this “dress”, I’d have to say it’s a big thumbs down for me unfortunately.",0
Small and not very bright. We bought two sets and the driveway isn’t lit sufficiently at night. One light didn’t work. Won’t order again.,0
DOES NOT WORK AT ALL. NO SOUND COMES OUT OF BOTH HEADPHONE JACKS. ONLY ONE AT A TIME!,0
PAY FOR 2 GET 1. GO ELSEWHERE AS IT IS A RIP OFF.,0
"I purchased 2 bookmarks and received them yesterday. Both screens don't work. I was about to return one, but now the other one said it is ineligible for a return/replacement. Not impressed.",0
"My product says it was delivered, but, never was... Paid for something I never received, I even called, nothing has been done.",0
"Just couldn't, force myself to finish this book.....I have never had this happen to me before.",0
I never got my stuff,0
"the pump does not spin, only turns 270 degree s",0
Sound is distorted. Look elsewhere.,0
"battery does not hold a charge as it should, have to recharge before each use, then slows down before finishing use.",0
I would not buy this if you want a good screen protector go somewhere else,0
Complete waste of money and false advertising. On the pictures it seems like it would taste good but when you get the product it is clearly not right. Do not buy this for your kids or yourself.,0
Big gaps around my side mirrors. Tap did not stick to my car or the product.,0
This app does not provide you with YouTube Kids videos.,0
"Looks cheap. He didnt care of course. He liked it. But I prefer to wear things that look and feel of quality. It also runs large. Overall, waste of $$",0
The adhesive is only on the edges. Didn't stick all the way and was trapping dust. Also quite smudgey - I was always wiping the screen,0
"You may or may not get a good batch. I thought it was my desktop, maybe program out of date. Not the case, I installed software on laptop same issue, ran updates, same issues. Went back to desktop, no difference. Some work some don’t, it has to do with the discs. Not worth buying. It’s not any of my hardware or software. I have made many copies of discs from cd’s to dvd’s. Have not come across this in the past.",0
"If you’re a mobile detailer don’t waste your money on this foam gun , stopped foaming after 1 week , I had a better one which I already had but that one failed of me after a year and half of use just got this cause i thought it would last. Disappointed also the suction tube cracks very easily",0
This thing lasted about a week and broke in 3 different spots. These are junk do not buy!!!,0
"We generally like Aden and Anais products, but this fitted sheet doesn’t seem so fitted. I’m actually concerned it’s so loose that’s its unsafe. Defective or are they all like this?",0
Was very disappointed it only lasted 1 week. The threads are horrible I connected a intex hose that came with a intex sand filter and the hose came straight off. The threads should of hold.,0
"This is awful. It has good ingredients but really affected my eyes. My contacts felt blurry after a couple hours and I had to take them out as soon as I got home from work. I immediately wiped the eyeliner off with my makeup remover and my eyelids were so puffy the rest of the night and the next day. So disappointed because the color was a perfect black and seemed like it would stay on all day, but can't wear it again.",0
"I received this order right before leaving for a long camping trip. It was missing the plug to close it. I contacted amazon. They could not help me with getting the missing piece, so I tried to contact the seller. They never responded to me.",0
"After less than a month of wearing these, my kiddo has worn the tread down a ton & the sole is ripping off completely. I know these aren’t the most expensive of shoes, but I was planning on getting more than 3 weeks wear out of them.",0
"Seller didn't deliver. Should have checked the sellers rating before purchasing, but I didn't. Amazons A to Z guarantee refunded my money!",0
Very poorly packaged and handled during shipping. One of the packs of coffee had busted open and was all over everything in this shipment.,0
"No idea what happened with this order. Ordered two phones, on separate orders. Order and payment went through, and delivery date was given. On the day they were supposed to arrive, I got notification that the order was cancelled due to ""damage to package"". No idea, but wasted four days waiting for phones that never arrived. No communication asking about reshipping them, so it just sounded fishy all the way around.",0
Only 9 figurines arrived and 1 was broken.,0
The charger immediately didn’t work after unboxing it. It would only charge in certain positions.,0
"It didn’t make it a year. Not sure if the sun broke down the material or what, but it tore by the strap after a couple month. Then we had some wind and they cover tore right in half. Ugh",0
Worthless---Am going elsewhere to buy one that works. no Threaded screw in ends for urn No phone # or contact #,0
"Very cheap material, ripped almost instantly when wearing and putting hands in pocket. Would not recommend.",0
Did not work on my 15 watt solar charger mounted on my step van did not send back it cost $8 what the hell I'm a little disappointed solar charger works fine on my battery without the limiter,0
Broke an front of case came off often.,0
"this item did not arrive on time. When I requested return, no immediate response. Once I receive the return label, the words on the label are very small. Overall the customer service is poor",0
"I’ve been trying to curl my hair for hours and can not get it to do anything. The included instructions seem like someone put them in to google translate. I’m going to find more YouTube videos, but so far I’m totally bummed.",0
Price is expensive and very hard to use and also doesn’t even work. Don’t bother buying this a waste of money,0
I love Amazon & for the first time I am so disappointed with the item I received. The size is nothing compared to the pic & the color is way way pale. The piece I received has only a slim strip of amethyst down the middle of the rough outter stone & the color couldn't be lighter. I don't know how to return it.,0
"I got this when I was a lot newer to crafting and it seemed like the roller would be a big help especially since most of the crafts I was doing were mod podge based. I opted to buy this here because it was cheaper than at the crafting stores like Michaels but regrettably paying any price for this was a waste. The roller does practically nothing. There's very little weight to it so it doesn't really give you much pressure other than your own when using and when you try to use it to spread mod podge it doesn't, it moves right over it or if you try to smooth something like paper after you've applied it nothing happens either. I've saved the rubber squeegee as I use that when handling some vinyl projects.",0
Didn’t receive what item from the picture & wasn’t able to charge more listen to music at the same time,0
Product damaged (chipped glass) when washing on top dishwasher shelf after only a few weeks. Inferior materials and product. I am very displeased with the quality of this item. This happened to several items in our set so not a “one off” defect.,0
Return in progress as item was not the advertised size. Fell at least 6 inches short in width.,0
"Two in package, arrived on time. Neither one works.",0
I bought these as a gift and was sadly disappointed when they arrived. They were basically cheap plastic and looked the same. I returned them and bought a thicker glass made product.,0
"Don’t Buy, not worth it.",0
Poorly made. Looks really cut in the picture but the padding is weird and the poor excuse for underwire was already coming out when I opened the box. You get what you pay for with this one.,0
"This is made from cheap materials -- think styrofoam egg carton material. If you took it to the park, it could blow away. This should go for 24.99 and even then I bet they would be making a killing. Also, the pattern could be more fun or more vivid. I would get something else if I were to do it again. Let's see if it lasts the year.",0
"Neither of my birds are the least bit interested in this toy, not once have they paid any attention to it.",0
"Didn't get a thorn poking through, but the valve stem is made very weak - it cracked off where it attaches to the tube in less than 6 months of use. I will not buy this brand again.",0
"Look awesome and help your wheelies a lot, when the tires stay on! I read the reviews about losing tires very easily so I glued them before I even installed them on my Stampede. Lost one a week later. For $20 it is a waste. Save your money for a better upgrade.",0
Mouse wheel already having issue. When I scroll up it scrolls down for a second sometimes an vice versa.,0
Didn’t work for my 16 months old baby. He still sucks his thumb even if I just put a few coats on his nail. Sad.,0
"30% of the cups were stuck to each other and impossible to separate. Had friends and family try to pull them apart and no one was able to. Tried heat, tried cold - nothing worked. Extremely disappointed. The picture shows a stack of cups that comes apart and one that does not",0
Not what I anticipated. It's bulky and heavy. It doesn't recharge my phone it just maintains the level I plug it up in.,0
This product arrived with a bent pole and two missing rollers and not instructions to assemble. I promptly returned the item and went to a local store to purchase.,0
This company Home Online third party seller refuses to give your money back when a package is lost or missing. They are no help and dont care for the customer happiness.,0
I was very disappointed with the number of areas skipped during the cleaning. Pictures not picked up off the table so the entire table could be polished. Missed under the center of the dining room table. Vanity tray not cleaned. I would have stopped them from leaving if I would have noticed while they were there.,0
They didn’t last long before flickering on and off,0
"Product charged fully, literally, two times and has not gone past one light since.",0
Horrible quality not safe for pets,0
"Gave less than 10 of these treats to my 15 week old puppy, and she had diarrhea for a day and a half. We had to change her normal food just to get her to have solid poops again. I would double check the ingredients with your vet before use because it’s safe to say we have stopped feeding her these. I was really excited to try these treats as they weren’t too high in calorie compared to other training treats. The package came as pictured, but the treats were bigger than I thought they’d be. They smelled tasty and flavorful, so I’m sad they didn’t work out for our girl.",0
Only lasted a month before refusing to reconnect even after resetting. The instructions and set up website have poor grammar; I think this is a cheap Chinese knockoff-esque type of product.,0
"I ordered a size down since I like the bands to feel snug and secure, but it was wayyyy too big. I cant even wear them because they slide down or roll up. Its unfortunate because I was so excited to order them! The material on the band also is not sticky enough to adhere to the pants. Wish I would've returned when I had the chance.",0
"Good heavens. Is this a money-laundering scheme? How dare anyone make a movie this bad? Ham-fisted acting, amateur camera work, an insulting musical score consisting of the same repeated ood scary phrase.. A chimpanzee could have written better dialogue. Don't waste you time.",0
"They worked great for the first 30 days... then died and wouldn’t even turn on. Was literally 1 day outside of the return window. When they did work, they sounded great.",0
"Installed 6 months ago. Now, when in USB/iPod source, automatically Error 19. This is without anything in the USB input. Tried all fixes and solutions. 6 months for $100.00 is not worth it to me. Wish I had stayed away from this unit.",0
"I bought the dress in a size medium, but it was way too big. The waist needed to be taken in a few inches. If it was smaller in the waist area, I think it would have had a more flattering appearance.",0
When the battery arrived put in laptop and it did not charge. It would not even light up laptop. This is the first item from Amazon that was not any good. Wanted to exchange for a good one but was told sending a refund.,0
"Thia style of tap is garbage. These have failed every single time i ve used them, even after using pliers to seat tap and tape to hold the assembly together. They damage the supply wire terribly, often leaving only 3 or 4 strands unbroken. Do not buy these. Watch a few youtube videos on splice taps if you feel you need to run power from an existing component feed.",0
"It doesn’t fit tight into the outlet and will come unplug very easily, most of the time without me knowing right away.",0
Charges with no issue but will not record. Lights flash yellow and blue for 5 seconds and then shuts off. Computer recognizes the SD card that's in the pen when inserted into USB slot.,0
Product arrived late,0
"Not a good replacement. Never fully charges no matter how long I let it charge, and only lasts about 30 to 45 minutes.",0
"Engine does not shoot. Faulty piece. Boxes it and procrastinated the return, but Amazon blocked the return. This sucks!!",0
"No directions. Looked around online and found the site they had directions but were very unclear. Once I figured it out I realized the auger does not fit into the part it's supposed to fit into. Don't know how I'll be able to use it and sure wish I'd looked it over when I first got it because I""m pretty sure it's too late to return it.",0
The wrong angel showed up. The angel with a dog showed up when I ordered the cat one,0
Receive dead empty overpriced lighter!,0
Wasn’t even the product described in description! This was my second time ordering the same item and it wasn’t right this time either. Save your time and buy somewhere else,0
I never ordered this nor received this.,0
"Super disappointed that i ordered and never receive this product, had to end up canceling because it took over 3 weeks to even be shipped. Wont buy again from this vendor.",0
"Came with no wrapping or protection of ANY kind, now dented and came apart! This has never happened before.",0
I will be sending this item back. I bought the 2XL after reading reviews and the cups on the top are smaller than a training bra and I can’t get the top to clasps at all. I’m a 36 C and there is absolutely no way this would fit.,0
"These kept falling apart, returned for full refund. The plastic handle reinforcements kept falling out before I could even get these together and into my shelves",0
Too wide for sedan seats. We can't even use it because it covers seat belt buckle. I thought about returning the 2 I bought but I didn't.,0
"Newborn size is far too big to be a newborn size. I ordered size newborn but when it arrived the tag says 0-3 mo, and it’s much bigger than my other 0-3 month clothes, it’s closer to a 3-6 month onesie.",0
"No need to review, Amazon sells the device, but some apps they advertise will not work. What good is a product Amazon if it's only good for what Amazon sponsors at additional costs of course. Good advice don't buy an Amazon Fire Tablet, purchase a Kindle for your reading pleasure.",0
Never got the product. They offered a full refund for it.,0
iPad it’s perfectly in the case. Does not stay connected to iPad via Bluetooth have to keep reconnecting. Then the iPad makes a second connection for it. Have to keep turning off and back on to connect. It’s quite annoying. Regret this purchase.,0
I ordered these pillow cases and it would have been a great buy IF I would have received both of my pillowcases that it states it comes with!,0
Did not fit according to size. Too small.,0
Not sure why these are any different that the ones I buy at the store but my dog was able to chew the entire thing down in one day but the ones from the store last months.,0
"Fabric was pure polyester, not good for infants. I wouldn't have bought it if I had known.",0
Product did not work w/ iPhone 8 Plus,0
Does not stick!! Popped off my note 9 after a couple of days. I followed the installation instructions. I wish I would have read other reviews before I wasted money on these.,0
